id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40783503,Rental unit in Lorne · ★4.99 · 3 bedrooms · 4 beds · 2 baths,588526,Jane,,Surf Coast,-38.54794,143.9859,Entire home/apt,400,2,71,2023-05-03,1.68,1,296,24,
40785385,Guest suite in Port Fairy · ★4.99 · 1 bedroom · 1 bed · 1 bath,138271,Kelly,,Moyne,-38.38094,142.23151,Entire home/apt,436,1,84,2023-06-25,2.67,3,316,11,
40806200,Home in Skenes Creek · ★4.89 · 4 bedrooms · 6 beds · 2 baths,84586909,Great Ocean Road Holidays,,Colac Otway,-38.7214,143.71475,Entire home/apt,583,2,9,2023-01-28,0.25,624,362,2,
40811362,Home in Ocean Grove · ★4.77 · 4 bedrooms · 7 beds · 3 baths,317313907,Ashlea,,Greater Geelong,-38.2593,144.51876,Entire home/apt,350,2,48,2023-06-11,1.11,1,318,15,
40824672,Home in Barwon Heads · ★4.75 · 3 bedrooms · 5 beds · 1.5 baths,45339664,Cheryl,,Greater Geelong,-38.27696,144.49143,Entire home/apt,200,3,20,2023-01-29,0.47,2,0,4,
40827990,Home in Colac · ★4.81 · 3 bedrooms · 4 beds · 1.5 baths,317588880,Neville And Wendy,,Colac Otway,-38.34649,143.58266,Entire home/apt,300,1,21,2020-06-07,0.49,1,158,0,
40847739,Guest suite in Bellbrae · ★4.77 · 2 bedrooms · 3 beds · 1 bath,2051062,Laura,,Surf Coast,-38.34499,144.26846,Entire home/apt,280,2,30,2023-04-10,0.71,1,347,8,
40848970,Guesthouse in Barwon Heads · ★4.97 · Studio · 1 bed · 1 bath,265534162,Pat,,Greater Geelong,-38.26896,144.49421,Entire home/apt,150,2,204,2023-06-24,4.79,1,311,53,
40853940,Home in Drysdale · ★4.97 · 2 bedrooms · 4 beds · 1 bath,178204176,Glenn,,Greater Geelong,-38.16911,144.57106,Entire home/apt,206,2,58,2023-06-12,1.39,1,174,9,
40858747,Home in Torquay · ★4.94 · 5 bedrooms · 7 beds · 5 baths,317929426,Royal Villa,,Surf Coast,-38.31071,144.3276,Entire home/apt,807,2,158,2023-06-25,3.71,1,270,48,
40867451,Townhouse in Torquay · ★4.50 · 4 bedrooms · 5 beds · 3 baths,225791131,Nick,,Surf Coast,-38.30861,144.35193,Entire home/apt,500,2,8,2022-04-18,0.19,7,359,0,
40875144,Cabin in Apollo Bay · ★4.85 · 2 bedrooms · 2 beds · 1 bath,98282819,Tony,,Colac Otway,-38.7417,143.67637,Entire home/apt,194,1,46,2023-06-09,1.12,6,322,31,
40875149,Cabin in Apollo Bay · ★4.86 · 2 bedrooms · 5 beds · 1 bath,98282819,Tony,,Colac Otway,-38.74188,143.67552,Entire home/apt,204,1,14,2023-05-06,0.46,6,327,9,
40894899,Home in Torquay · ★4.66 · 2 bedrooms · 3 beds · 1.5 baths,436105044,Airready,,Surf Coast,-38.30731,144.35234,Entire home/apt,123,2,53,2023-06-11,1.27,59,9,4,
40898575,Home in Skenes Creek · ★4.86 · 3 bedrooms · 4 beds · 2 baths,104022814,Otway Retreats,,Colac Otway,-38.72539902,143.70799255,Entire home/apt,580,2,14,2023-04-09,0.33,67,217,4,
